hebrew,english,unit,challenge_type,solution_key,source
הילדים לא רוצים לישון.,The boys don't want to sleep.,16,translate,6d78a98420ab88c440c454e98a914afc,duolingo_hebrew_sentences_2.tsv
הילדים רצים בדרך.,The boys are running on the path.,16,translate,6be4be90c2a3a0bdb67ca3566b6aa905,duolingo_hebrew_sentences_2.tsv
הכלב חוזר לילדים.,The dog is returning to the boys.,16,translate,42afb471f1688ea9d5ae09db4617a137,duolingo_hebrew_sentences_2.tsv
הכלב עובר את החתול.,The dog is passing the cat.,16,translate,31e51f87b51e77fda3128aa3ac643e3d,duolingo_hebrew_sentences_2.tsv
הכלב שונא את החתול.,The dog hates the cat.,16,listenTap,4312c8375d461238108de0a09324c7b0,duolingo_hebrew_sentences_2.tsv
הם חושבים.,They are thinking.,16,listenTap,b3e9c609789418a2a6257825136e6ed2,duolingo_hebrew_sentences_2.tsv
הם כוללים אותנו.,They include us.,16,translate,53f2a2b135f7f09c7f1d9dea532042e9,duolingo_hebrew_sentences_2.tsv
הם לא אומרים את זה.,They are not saying this.,16,listenTap,d01622237423a806205c4f98dc3acd7c,duolingo_hebrew_sentences.tsv
הם לא כותבים ספר.,They don't write a book.,16,translate,c85c92be8a472630bc7049d8685c2ea3,duolingo_hebrew_sentences.tsv
הם לא כותבים ספר.,They aren't writing a book.,16,translate,d62a424175e8d35632534f0e950e2882,duolingo_hebrew_sentences.tsv
הם לא מוצאים אותנו.,They can't find us.,16,translate,5030a708a05d556e407d052d1e011381,duolingo_hebrew_sentences.tsv
הם לא נוגעים בצלחות.,They don't touch the plates.,16,translate,7f2fb9178f6b8283726743e413c885ec,duolingo_hebrew_sentences.tsv
הם לא נחים.,They are not resting.,16,translate,7093fd86b8dc1c67dc9983529af03788,duolingo_hebrew_sentences_2.tsv
הם לא סוגרים בלילה.,They do not close at night.,16,listenTap,a9863b919e58ba890dca311c5b9ebdd6,duolingo_hebrew_sentences.tsv
הם לא עובדים.,They are not working.,16,translate,5cb7e0965781103b87a6fcaac1fe5a47,duolingo_hebrew_sentences.tsv
הם לא שוחים במים.,They don't swim in the water.,16,translate,e5c097cb5f94b91ef050b49f9136b284,duolingo_hebrew_sentences_2.tsv
הם לא שוקלים את זה.,They are not considering this.,16,listenTap,163a67cf2084d1a43ebb9f8530f6e086,duolingo_hebrew_sentences_2.tsv
הם לומדים עברית.,They are learning Hebrew.,16,listenTap,f0dbbc0f83bdbd9d929bdcf0b3815579,duolingo_hebrew_sentences_2.tsv
הם עושים את זה או אנחנו עושים את זה?,Are they doing this or are we doing this?,16,listenTap,cd9cc5060f7077c4c67789ae9a4d6e12,duolingo_hebrew_sentences.tsv
הם רושמים אותם.,They are writing them down.,16,listenTap,e05db19473dbbb97555e53ed70cd16cf,duolingo_hebrew_sentences.tsv
הם שומעים את הציפור.,They hear the bird.,16,translate,6570cc934fdb16292bb458cb6ee0163b,duolingo_hebrew_sentences.tsv
הם שומעים.,They are hearing.,16,translate,b2133f7624cc20aa91b0e20d71df6c13,duolingo_hebrew_sentences.tsv
הן כותבות.,They are writing.,16,translate,3b12f4c434c40962dd050eb842e9b6ee,duolingo_hebrew_sentences.tsv
זה כואב לךְ?,Does it hurt you?,16,listenTap,1148e65245671e3e8dcf94dee9c80692,duolingo_hebrew_sentences.tsv
זה כואב!,It hurts!,16,translate,01a64e4c5a3fa8ea047c8f2dbeacb99f,duolingo_hebrew_sentences.tsv
זה לא עובד.,It is not working.,16,translate,26c243b08f134901f628331934b4524e,duolingo_hebrew_sentences.tsv
חתולים שונאים מים.,Cats hate water.,16,translate,b78b1f2ea7370965d87a03e2335cc2f6,duolingo_hebrew_sentences_2.tsv
"כן, אנחנו רצות בבוקר.","Yes, we run in the morning.",16,translate,a7229519c76708e04c2dbba8edb47e7a,duolingo_hebrew_sentences_2.tsv
"כן, אנחנו רצים.","Yes, we run.",16,translate,5d0c6f229aa59ee1c42b9756971732b8,duolingo_hebrew_sentences_2.tsv
"כן, אני יודע את זה.","Yes, I know it.",16,translate,f3069d1ddd4d84935bb0e37363bc09eb,duolingo_hebrew_sentences.tsv
לישון,to sleep,16,assist,10d8d6b04d834fb875220fbaed3417d9,duolingo_hebrew_sentences.tsv
"לכן, אני לא עוזר לךָ.","That's why, I am not helping you.",16,listenTap,94c338441834140683cee5ba60b579f6,duolingo_hebrew_sentences_2.tsv
"סליחה, אתם מוכרים את זה?","Excuse me, are you selling this?",16,translate,263efc53a96a0f0de0fe0990abe225d8,duolingo_hebrew_sentences.tsv
"סליחה, אתם סוגרים?","Excuse me, are you closing?",16,translate,d1c25108eb4b87e657d2aae98a0242c9,duolingo_hebrew_sentences.tsv
אדום,red,17,assist,0b4859df73a85140957e89cb4b0c5866,duolingo_hebrew_sentences.tsv
אין לי מכנסיים שחורים!,I do not have black pants!,17,translate,d0d2bf4e5b011a34a9fa578a60122afa,duolingo_hebrew_sentences.tsv
אנחנו רואות ארנבת שחורה.,We see a black rabbit.,17,listenTap,8b5e05ca8588d7f47d45249fd87c0e5a,duolingo_hebrew_sentences.tsv
אנחנו רוצים תפוזים כתומים.,We want orange oranges.,17,translate,72dbcde502fb1b1142523263100568d1,duolingo_hebrew_sentences.tsv
אני אוהב את הצבע הכחול.,I like the blue color.,17,translate,a8f39c037a8382bdfe4bbb1d82b58181,duolingo_hebrew_sentences.tsv
אני אוכל עוגה צבעונית.,I am eating a colorful cake.,17,translate,d31de52e903aedbc7d8754ed8cf77a2e,duolingo_hebrew_sentences.tsv
אני לא אוהבת את השמלה החומה.,I don't like the brown dress.,17,translate,1bd05ca4d7a0259c691f0bf3e3e39ca0,duolingo_hebrew_sentences.tsv
אני צובעת ביצה.,I am painting an egg.,17,listenTap,1cb24d9e8561335d35b9d10ce7e0c748,duolingo_hebrew_sentences.tsv
אני רואָה מים כחולים.,I see blue water.,17,translate,6188a71580dbfbf55c2f0bef8f409180,duolingo_hebrew_sentences_2.tsv
אני רוצָה צעיף ירוק.,I want a green scarf.,17,listenTap,4c9a854fdc1da742d0736064a3e50ac0,duolingo_hebrew_sentences.tsv
הוא לובש מכנסיים סגולים.,He is wearing purple pants.,17,translate,a4a4494c4e68b42e6aae93bc1e5dca32,duolingo_hebrew_sentences_2.tsv
הוא לובש מעיל צבעוני.,He is wearing a colorful coat.,17,listenTap,3fa1b50acd6c7f12665b3bc2f970afc8,duolingo_hebrew_sentences.tsv
החתול האפור שותֶה חלב.,The gray cat drinks milk.,17,translate,ec8b68560a86dc084539799de538468d,duolingo_hebrew_sentences.tsv
היא לובשת ג'ינסים כחולים.,She wears blue jeans.,17,translate,589daa8bd3c9f6fb91ad1458d2d664c4,duolingo_hebrew_sentences.tsv
היא קונָה כובע אדום.,She is buying a red hat.,17,translate,81ad78486fe72a319686d0ff73c11066,duolingo_hebrew_sentences.tsv
הינשוף הירוק אוהב ללמוד.,The green owl likes to learn.,17,translate,fe366f14419f4d4fb873ad2b1dc38672,duolingo_hebrew_sentences_2.tsv
הכובע שלי צהוב.,My hat is yellow.,17,translate,5781276d31cd4eea52828a2c2d24a8e7,duolingo_hebrew_sentences.tsv
הם שותים חלב לבן.,They drink white milk.,17,translate,56a4af2e96323b979c4df2ce5d8ebd12,duolingo_hebrew_sentences.tsv
המכנסיים של הילד אדומים.,The pants of the boy are red.,17,translate,df46bc3d5951fce6055cc8387bed3efc,duolingo_hebrew_sentences.tsv
הספרים צבעונים.,The books are colorful.,17,translate,e416099ffe4ecdc186f5dd8526db3675,duolingo_hebrew_sentences.tsv
העגבניה שלו לא אדומה.,His tomato is not red.,17,translate,5543cd29a52e55b4f3139b247951b3d1,duolingo_hebrew_sentences_2.tsv
הפיל האפור הולך.,The grey elephant is walking.,17,translate,11f39e7ea0ebc7f8dd1e760122a9e7ab,duolingo_hebrew_sentences.tsv
הפרה החומה אוהבת מים.,The brown cow likes water.,17,translate,5ba49e73a9f705641c9c52e32040fdd1,duolingo_hebrew_sentences.tsv
הצבע של הינשוף הוא ירוק.,The color of the owl is green.,17,listenTap,53011892f67dd25579023b88438e2f6c,duolingo_hebrew_sentences.tsv
התה שלי ורוד.,My tea is pink.,17,translate,dabeff2285bc9b147c78c1af85302a78,duolingo_hebrew_sentences.tsv
התפוח הירוק חמוץ.,The green apple is sour.,17,translate,1b8c38922889363ac332c9532b33d4c9,duolingo_hebrew_sentences.tsv
ורוד זה צבע של נשים וגברים.,Pink is a women's and men's color.,17,translate,39b31452a848cb08c7dbc369bf275872,duolingo_hebrew_sentences.tsv
זה גזר כתום.,This is an orange carrot.,17,listenTap,abc4f469253e5114329a433739a9b64c,duolingo_hebrew_sentences.tsv
זה צבע סגול.,This is a purple color.,17,listenTap,51df4bc21076ad0dc34b574d2a11dc25,duolingo_hebrew_sentences.tsv
חום,brown,17,assist,ca011dd4c290659ec0aec488a8fbb1e6,duolingo_hebrew_sentences.tsv
ירוק,green,17,assist,883eebbc743b1e1615462e4a81ab0314,duolingo_hebrew_sentences.tsv
יש לי אפרסק צהוב ואדום.,I have a yellow and red peach.,17,translate,c06782a2998328a6ec9ef2209f9eeca3,duolingo_hebrew_sentences.tsv
יש לי שמלה סגולה.,I have a purple dress.,17,translate,5296d0398f740636cbf4bbef688bbd61,duolingo_hebrew_sentences.tsv
כחול,blue,17,assist,04130bccae024c36643197409546b7a8,duolingo_hebrew_sentences.tsv
כחול ולבן.,Blue and white.,17,translate,d83b93202632aefc162b1b0fd269cbbe,duolingo_hebrew_sentences.tsv
כתום,orange,17,assist,7750a593182e45e27078610dd14d0694,duolingo_hebrew_sentences.tsv
לא לצבוע את החולצה שלה!,Don't dye her shirt!,17,translate,42df76ff801ae6a094ce29621846e298,duolingo_hebrew_sentences.tsv
לבן,white,17,assist,1130e6e64dca10bd1932b65dca6e72f3,duolingo_hebrew_sentences.tsv
סגול,purple,17,assist,af9bf01930d3e32a47adae7fd1e0bc92,duolingo_hebrew_sentences.tsv
"פלפלים הם אדומים, כתומים, צהובים או ירוקים.","Peppers are red, orange, yellow or green.",17,listenTap,55f449b332bceea4f72bf2c48c32ec7b,duolingo_hebrew_sentences.tsv
צבעוני,colorful,17,assist,60e271a93007c2a87b414a6923d2aea6,duolingo_hebrew_sentences.tsv
צהוב,yellow,17,assist,83d41397489631ec43a57360ec4a1e3d,duolingo_hebrew_sentences.tsv
שחור,black,17,assist,154fabb79b348e544a24c5dedc5531ff,duolingo_hebrew_sentences.tsv
שחור או לבן?,Black or white?,17,translate,ba1e122c1594a84ec00e1e91e8c88649,duolingo_hebrew_sentences.tsv
איתו או איתה?,With him or with her?,18,translate,e308ddd3d55d921c461d3f510b8dc507,duolingo_hebrew_sentences.tsv
איתכם אני שמח.,With you I'm happy.,18,listenTap,476ca842a0387f12177cc4c1fee0c65b,duolingo_hebrew_sentences.tsv
אנחנו איתךְ.,We are with you.,18,translate,f8486abe89ba7b9d9c7e82653db1c2b3,duolingo_hebrew_sentences.tsv
אנחנו לוקחים מהם את הגזר.,We are taking the carrot from them.,18,listenTap,964efb13c1632f6c99f6c737c1a53702,duolingo_hebrew_sentences.tsv
אנחנו עובדים איתה.,We work with her.,18,listenTap,ee52913750a9e0cfc85fd08a98ffe75c,duolingo_hebrew_sentences.tsv
אנחנו שותים חלב עם החתול.,We drink milk with the cat.,18,translate,0fcdf7a80e15f54e6d75dccbe3c3d216,duolingo_hebrew_sentences.tsv
"אני יודעת, הם צופים בךְ.","I know, they are watching you.",18,translate,9cbe94d33e3e83fad1798ae6c1094591,duolingo_hebrew_sentences.tsv
אני יושב איתו ואנחנו מדברים עברית.,I sit with him and we speak Hebrew.,18,listenTap,b718f2a34566a1a922e1a13b11250bda,duolingo_hebrew_sentences.tsv
אני לא נגדו או נגדה.,I'm not against him or her.,18,listenTap,131455af2886a25b6568541aed80316d,duolingo_hebrew_sentences_2.tsv
אני לומד מאבא שלי עברית.,I am learning Hebrew from my father.,18,translate,254d654980a73c95df4c30da2d33c7b0,duolingo_hebrew_sentences.tsv
אני לומד ממנו.,I learn from him.,18,translate,56e2bf636478d8d4fbbbf14348bf5a79,duolingo_hebrew_sentences.tsv
אני מבשלת בשר בשבילכם.,I am cooking meat for you.,18,listenTap,24ab237946c49195f46f2a737a441271,duolingo_hebrew_sentences_2.tsv
אני מדברת איתךָ!,I am talking with you!,18,translate,b2358bee1feaefa17ca90eabc0d5e41c,duolingo_hebrew_sentences.tsv
אני מוכר פירות איתה.,I sell fruit with her.,18,translate,b4b2edb21065ad0ffd3ef11450ef87be,duolingo_hebrew_sentences.tsv
אני עומדת לידו.,I am standing next to him.,18,translate,236e756895052558ce8583948d758723,duolingo_hebrew_sentences_2.tsv
אני קונֶה ממךְ דובדבנים.,I am buying from you cherries.,18,translate,784e90cf86a6e4528b89c3568936f9a3,duolingo_hebrew_sentences.tsv
אני קורא מהעיתון.,I am reading from the newspaper.,18,translate,1ed2186085142e7af802160bb0fc697e,duolingo_hebrew_sentences.tsv
אני רוצָה את זה ממנה!,I want it from her!,18,translate,b0d120d7ae3b4af7136e7751791e6e14,duolingo_hebrew_sentences.tsv
אני רוקדת לידכן.,I am dancing next to you.,18,listenTap,674bd073c1b4893673e9fad6095a7a70,duolingo_hebrew_sentences_2.tsv
אני רץ איתכם ואני שוחֶה איתם.,I run with you and I swim with them.,18,translate,a7a3ea0a5a93b3ea12954d89436e71d8,duolingo_hebrew_sentences.tsv
אני שוחָה איתה.,I swim with her.,18,listenTap,c5668121c8c162bd85000bc05b132504,duolingo_hebrew_sentences.tsv
אני שותֶה מים מהכוס שלי.,I am drinking water from my cup.,18,translate,50265b50e9586f97e0dfc17ab4270174,duolingo_hebrew_sentences.tsv
אתה בא איתי?,Are you coming with me?,18,translate,ad51dd3fa1bd126dd05afe075f4219a6,duolingo_hebrew_sentences.tsv
אתם תומכים בהם.,You support them.,18,translate,95721e76adb6e9ca4b5517063c15aa9d,duolingo_hebrew_sentences.tsv
"בשבילי כוס תה, בבקשה.","For me a cup of tea, please.",18,translate,6da4076ebb424c06f2af055feaf3409c,duolingo_hebrew_sentences_2.tsv
בשבילנו זה חריף.,For us it is spicy.,18,translate,0caac6f3206acd86d717498b00f57cde,duolingo_hebrew_sentences_2.tsv
"בתוכה, בתוככן","Inside her, inside you",18,translate,b98b12a893f208beec68993a147a246a,duolingo_hebrew_sentences_2.tsv
"בתוכו, בתוכי","Inside it, inside me",18,translate,06085a1c8885d41a2fee11ffe8756c91,duolingo_hebrew_sentences_2.tsv
"דובדבן, יש בו סוכר?","A cherry, is there sugar in it?",18,listenTap,e0eb895020500cbcec7db2731e475849,duolingo_hebrew_sentences_2.tsv
האבטיח בשבילךָ.,The watermelon is for you.,18,listenTap,2f9a1d399f168f0d8d26f5ae8fdc390b,duolingo_hebrew_sentences_2.tsv
האוכל לא בשבילם.,The food is not for them.,18,listenTap,424c74db3c4634fc70c8d663a9754151,duolingo_hebrew_sentences_2.tsv
האם את לומדת מאיתנו?,Are you learning from us?,18,translate,b80b17fe6f1eae223ae50f7d65b4f0fc,duolingo_hebrew_sentences.tsv
האם הם צופים בכם?,Are they watching you?,18,translate,dda29223186ef0b5d63265332e1f9796,duolingo_hebrew_sentences.tsv
האם המסעדה לידם?,Is the restaurant next to them?,18,translate,67aac6222e4c8ab00ae3729cd2edcded,duolingo_hebrew_sentences_2.tsv
האם הן נגדכן?,Are they against you?,18,translate,90a9c2827b887d1d7c84fe17658a6162,duolingo_hebrew_sentences_2.tsv
האם זה בשבילה?,Is this for her?,18,translate,552f7cb811f2c0b439215b913cfff0f4,duolingo_hebrew_sentences_2.tsv
האם זה בתוכנו?,Is it inside us?,18,translate,5574e040178cf43d4b5852ef7bc8161b,duolingo_hebrew_sentences_2.tsv
האם יש בתוכם שוקולד?,Is there chocolate inside them?,18,listenTap,6330abb12c54b3b418aa34a4f4c87dd1,duolingo_hebrew_sentences_2.tsv
הארוחה היא לא בשבילם.,The meal is not for them.,18,listenTap,74409e1ee861910fcfabf5af15d22dbc,duolingo_hebrew_sentences_2.tsv
"הביצה, יש בתוכה לימון?","The egg, is there a lemon inside it?",18,listenTap,bee96f2e223e41378644b072cf453b9f,duolingo_hebrew_sentences_2.tsv
הגבר לוקח מכן את הצלחת.,The man is taking the plate from you.,18,translate,5866a3cc5d103e6d26c82ee172ed0431,duolingo_hebrew_sentences.tsv
הגבר תומך בנו.,The man supports us.,18,translate,b8426c59eff21a923910202d192cfeee,duolingo_hebrew_sentences.tsv
הגברים תומכים בכם.,The men support you.,18,translate,d0a97949c463f222e3ae6fcfe8c387d0,duolingo_hebrew_sentences.tsv
הדג שוחֶה בתוך המיץ.,The fish is swimming inside the juice.,18,translate,2319e0520f490799cf9ff92a88144f62,duolingo_hebrew_sentences_2.tsv
הדג שוחֶה ליד הברווז.,The fish is swimming next to the duck.,18,translate,64543fc4e1e5a171a597fa9c365ac3f0,duolingo_hebrew_sentences_2.tsv
הדגים שוחים לידם.,The fish are swimming next to them.,18,translate,d9c8118012bc02c368746e3b85cd1bae,duolingo_hebrew_sentences_2.tsv
הוא בוהֶה בי.,He stares at me.,18,translate,bd14ef294949da4f633e7ff3bda620f4,duolingo_hebrew_sentences.tsv
הוא חותך ירקות איתם.,He is cutting vegetables with them.,18,translate,c211cd6c11ba98e3fd9eff1025802f81,duolingo_hebrew_sentences.tsv
הוא יושב לידה.,He's sitting next to her.,18,listenTap,434a2f311c657a83fee01006ab03ef80,duolingo_hebrew_sentences_2.tsv
הוא יושב לידי.,He is sitting next to me.,18,translate,2cf6e4695cd82e724cbb7f3023df32cf,duolingo_hebrew_sentences_2.tsv
הוא לא לידכם.,He is not next to you.,18,listenTap,c97c07f9caaaeb908b614ab7013b650f,duolingo_hebrew_sentences_2.tsv
הוא לא נגדי.,He is not against me.,18,translate,ae97252d24ecf51b3f8673e26a87911b,duolingo_hebrew_sentences_2.tsv
הוא מדבר עם הכלב שלו.,He talks with his dog.,18,listenTap,c9754998d140805e7bfc55ce958a94be,duolingo_hebrew_sentences.tsv
הוא קונֶה ממנה את המצרכים.,He buys the ingredients from her.,18,translate,7113f0b53c1fe0b1b386aeef63853e2d,duolingo_hebrew_sentences.tsv
הוא שוכח ממני.,He forgets about me.,18,translate,8e4bc6f2e6923c2d1cfdcc16aebc97f3,duolingo_hebrew_sentences.tsv
"החיות יפות, אנחנו צופים בהן.","The animals are pretty, we are watching them.",18,translate,8d71d3167c73aa88fcd71ac58f5e3531,duolingo_hebrew_sentences.tsv
החיות נגדי.,The animals are against me.,18,translate,8ca0666e2aa8f02d8c0167bad405ff81,duolingo_hebrew_sentences_2.tsv
החיות נוגעות בי!,The animals touch me!,18,listenTap,14aad5dcdc415027ca2536931b5a200f,duolingo_hebrew_sentences.tsv
החתול רוצֶה ממךָ את הכריך.,The cat wants the sandwich from you.,18,translate,ef0f7b2d9b9e2030765f61075c5670f7,duolingo_hebrew_sentences.tsv
היא הולכת לידו.,She is walking next to him.,18,translate,b009047379e4d05a6ad259ae11f604bd,duolingo_hebrew_sentences_2.tsv
