hebrew,hebrew_alt,english,transliteration,skill,page
בקבוק מים,בקבוקי מים,Bottle of Water,bak'buk mayim bak'bukei mayim,Construct State 1,32
בקבוק יין,בקבוקי יין,Bottle of Wine,bak'buk yayin bak'bukei yayin,Construct State 1,32
חדר אורחים,חדרי אורחים,Guest Room,kheder or'khim khedarei or'khim,Construct State 1,32
חדר אוכל,חדרי אוכל,Dining Room,khadar okhel khedarei okhel,Construct State 1,32
בית קפה,בתי קפה,"Coffee Shop, Café",beit kafeh batei kafeh,Construct State 1,32
בית ספר,בתי ספר,School,beit sefer batei sefer,Construct State 1,32
בית כנסת,בתי כנסת,Synagogue,beit k'neset batei k'neset,Construct State 1,32
בית מלון,בתי מלון,Hotel,beit malon batei malon,Construct State 1,32
בית חולים,בתי חולים,Hospital,beit kholim batei kholim,Construct State 1,32
בית משפט,בתי משפט,Court,beit mish'pat batei mish'pat,Construct State 1,32
מיץ תפוזים,,Orange Juice,mitz tapuzim,Construct State 1,32
עוגת שוקולד,עוגות שוקולד,Chocolate Cake,ugat shokolad ugot shokolad,Construct State 1,32
עוגת גבינה,עוגות גבינה,Cheese Cake,ugat g'vinah ugot g'vinah,Construct State 1,32
מכונת כביסה,מכונות כביסה,Washing Machine,m'khonat k'visah m'khonot k'visah,Construct State 1,32
ארוחת בוקר,ארוחות בוקר,Breakfast,arukhat boker arukhot boker,Construct State 1,32
ארוחת צהריים,ארוחות צהריים,Lunch,arukhat tzohorayim arukhot tzohorayim,Construct State 1,32
ארוחת ערב,ארוחות ערב,Dinner,arukhat erev arukhot erev,Construct State 1,32
לכתוב,,To Write (Qal),l'khitov,Infinitives 1,32
ללכת,,"To Walk, Go (Qal)",lalekhet,Infinitives 1,32
לשחות,,To Swim (Qal),lis'khot,Infinitives 1,32
להיות,,To Be (Qal),lih'yot,Infinitives 1,32
לראות,,To See (Qal),lir'ot,Infinitives 1,32
לבשל,,"To Cook, Boil (Piel)",l'vashel,Infinitives 1,32
לישון,,To Sleep (Qal),lishon,Infinitives 1,32
לרוץ,,To Run (Qal),larutz,Infinitives 1,32
לשלם,,To Pay (Piel),l'shalem,Infinitives 1,32
לתת,,"To Give, Allow (Qal)",latet,Infinitives 1,32
לעשות,,"To Do, Make, Create (Qal)",la'asot,Infinitives 1,32
לדבר,,"To Talk, Speak (Piel)",l'daber,Infinitives 1,32
להגיד,,"To Tell, Say (Hifil)",l'hagid,Infinitives 1,32
לשחק,,To Play (Game) (Piel),l'sakhek,Infinitives 1,32
לשתות,,To Drink (Qal),lish'tot,Infinitives 1,32
לסגור,,"To Close, Shut, Turn Off (Qal)",lis'gor,Infinitives 1,32
לפתוח,,"To Open, Unlock, Turn On (Qal)",lif'toakh,Infinitives 1,32
לשמוע,,"To Hear, Listen (Qal)",lish'mo'a,Infinitives 1,32
לגעת,)ב-(,To Touch (Qal),laga'at (b-),Infinitives 1,32
לומר,,"To Say, Tell (Qal)",lomar,Infinitives 1,33
לשים,,"To Put, Put On (Qal)",lasim,Infinitives 1,33
לקבל,,"To Get, Receive; Accept (Piel)",l'kabel,Infinitives 1,33
למצוא,,"To Find, Encounter (Qal)",lim'tzo,Infinitives 1,33
לעזור,,"To Help, Assist, Aid (Qal)",la'azor,Infinitives 1,33
לבוא,,To Come (Qal),lavo,Infinitives 1,33
לקנות,,"To Buy, Purchase (Qal)",lik'not,Infinitives 1,33
לבקר,)ב-(,To Visit (Piel),l'vaker (b-),Infinitives 1,33
לעבוד,,"To Work, Operate, Function (Qal)",la'avod,Infinitives 1,33
לקחת,,To Take (Qal),lakakhat,Infinitives 1,33
לדעת,,To Know (Qal),lada'at,Infinitives 1,33
לחזור,,To Return (Qal - Intransitive),lakhazor,Infinitives 1,33
לגור,,"To Live, Reside (Qal)",lagur,Infinitives 1,33
לחתוך,,"To Cut, Slash (Qal)",lakh'tokh,Infinitives 1,33
לסבול,,"To Suffer, Tolerate (Qal)",lis'bol,Infinitives 1,33
לספור,,"To Count, Enumerate (Qal)",lis'por,Infinitives 1,33
למנוע,,To Prevent (Qal),lim'no'a,Infinitives 1,33
לצייר,,"To Paint, Draw, Depict (Piel)",l'tzayer,Infinitives 1,33
להכיל,,"To Contain, Include, Comprise (Hifil)",l'hakhil,Infinitives 1,33
לברוח,,"To Run Away, Escape (Qal)",liv'roakh,Infinitives 1,33
מזג אוויר,,Weather,mezeg avir,Weather,33
גשם,גשמים,Rain,geshem g'shamim,Weather,33
שלג,שלגים,Snow,sheleg sh'lagim,Weather,33
רעם,רעמים,Thunder,ra'am r'amim,Weather,33
ברק,ברקים,Lightning,barak b'rakim,Weather,33
ברד,,Hail,barad,Weather,33
אובך,,Haze,ovekh,Weather,33
גל חום,גלי חום,Heat Wave,gal khom galei khom,Weather,33
גל קור,,Cold Front/Spell,gal kor,Weather,33
ענן,עננים,Cloud,anan ananim,Weather,33
הוריקן,הוריקנים,Hurricane,hurikan hurikanim,Weather,33
טורנדו,,Tornado,tor'nado,Weather,33
מעלה,מעלות,Degree,ma'alah ma'alot,Weather,33
ערפל,ערפלים,"Fog, Mist",arafel ar'filim,Weather,33
שמש,שמשות,Sun,shemesh sh'mashot,Weather,33
סופה,סופות,"Storm, Tempest",sufah sufot,Weather,33
טמפרטורה,טמפרטורות,Temperature,tem'peraturah tem'peraturot,Weather,33
רוח,רוחות,Wind; Spirit,ruakh rukhot,Weather,33
הצפה,הֲ צָפוֹת,Flood,hatzafah hatzafot,Weather,33
בהיר,,Bright (m.s),bahir,Weather,33
מעונן,,Cloudy (m.s),m'unan,Weather,33
גשום,,Rainy (m.s),gashum,Weather,33
ירד,,Descend (m.s - past) (Qal),yarad,Weather,33
לזרח,,"To Shine, Dawn (Qal)",liz'roakh,Weather,33
מטפטפת,,"Dripping, Drizzling (Gerund)",m'taf'tefet,Weather,33
חוף ים,,Beach,khof yam,Places,34
בית מלון,בתי מלון,Hotel,beit malon batei malon,Places,34
ימין,,Right,yamin,Places,34
שמאל,,Left,s'mol,Places,34
שדה תעופה,שדות תעופה,Airport,s'deh t'ufah s'dot t'ufah,Places,34
רחוב,רחובות,"Street, Road",r'khov r'khovot,Places,34
מדינה,מדינות,"Country, State",m'dinah m'dinot,Places,34
בית כנסת,בתי כנסת,Synagogue,beit k'neset batei k'neset,Places,34
מקום,מקומות,"Place, Space",makom m'komot,Places,34
מסגד,מסגדים,Mosque,mis'gad mis'gadim,Places,34
נכס,נכסים,"Asset, Property",nekhes n'khasim,Places,34
מרכז,מרכזים,Center,mer'kaz mer'kazim,Places,34
משרד,משרדים,Office,mis'rad mis'radim,Places,34
איזור,אזורים,Area,ezor ezorim,Places,34
פארק,פארקים,Park,pa'rk par'kim,Places,34
מבנה,מבנים,Stucture,miv'neh miv'nim,Places,34
סופרמרקט,סופרמרקטים,Supermarket,super'mar'ket super'mar'ketim,Places,34
מחוז,מחוזות,District,makhoz makhozot,Places,34
אי,איים,Island,i iyim,Places,34
בנק,בנקים,Bank,ban'k bankim,Places,34
בר,ברים,Bar,bar barim,Places,34
קניון קניונים,,"Mall, Canyon",kan'yon kan'yonim,Places,34
עמק,עמקים,Valley,emek amakim,Places,34
מוזיאון,מוזיאונים,Museum,muze'on muze'onim,Places,34
כפר,כפרים,Village,k'far k'farim,Places,34
מסלול,מסלולים,"Course, Path, Route",mas'lul mas'lulim,Places,34
שטח שטחים,,"Area, Perimeter",shetakh sh'takhim,Places,34
גבול,גבולות,"Border, Limit",g'vul g'vulot,Places,34
בית כלא,בתי כלא,"Prison, Jail",beit kele batei kele,Places,34
מגדל,מגדלים,Tower,mig'dal mig'dalim,Places,34
ארמון,ארמונות,Palace,ar'mon ar'monot,Places,34
בית קולנוע,בתי קולנוע,Cinema,beit kol'noa batei kol'noa,Places,34
נמל,נמלים,"Port, Harbour",namel n'melim,Places,34
גשר,גשרים,Bridge,gesher g'sharim,Places,34
מערב,,West,ma'arav,Places,34
מזרח,,East,miz'rakh,Places,34
צפון,,North,tzafon,Places,34
דרום,,South,darom,Places,34
גן חיות,גני חיות,Zoo,gan khayot ganei khayot,Places,34
שוק,שווקים,Market,shuk sh'vakim,Places,34
ישראל,,Israel,yisra'el,Places,34
עיר,ערים,"City, Town",ir arim,Places,34
טירה,טירות,Castle,tirah tirot,Places,34
כנסייה,כנסייות,Church,k'nesiyah k'nesiyot,Places,34
ירושלים,,Jerusalem,y'rushalayim,Places,34
מכולת,,Grocery/Convenience Store,makolet,Places,34
חנות,חנויות,"Store, Shop",khanut khanuyot,Places,34
קרקע,קרקעות,"Ground, Soil",kar'ka karka'ot,Places,34
תחנה,תחנות,Station,takhanah takhanot,Places,34
תל אביב,,Tel Aviv,tel aviv,Places,34
פינה,פינות,Corner,pinah pinot,Places,34
שכונה,שכונות,Neighbourhood,sh'khunah sh'kunot,Places,35
שדרה,שדרות,Avenue,s'derah shedurot,Places,35
עיירה,עיירות,Town(ship),ayarah ayrot,Places,35
עיר בירה,ערי בירה,Capital City,ir birah arei birah,Places,35
קהילה,קהלות,Community,k'hilah k'hilot,Places,35
כיכר,כיכרות,"Square, Roundabout",kikar kikarot,Places,35
חווה,חוות,Farm,khavah kha'u'ot,Places,35
קדימה,,"Forward, Onward; In Front",kadimah,Places,35
אחורה,,"Backward, In Reverse",akhorah,Places,35
לאורך,,Along,l'orekh,Places,35
הביתה,,"Homebound, Home",habai'tah,Places,35
ברחבי,,Across,b'rakhavei,Places,35
לתוך,,"Into, Inside (Prep)",l'tokh,Places,35
מתוך,,"From, Out Of (Prep)",mitokh,Places,35
לפנות,)ל-(,"To Turn, Face, Speak to (l-) Qal)",lif'not (l-),Places,35
מקשיב,,Listens; Pays Attention (Hifil),mak'shiv,Places,35
מראה,,Shows; Demonstrates (Hifil),mar'eh,Places,35
מאזין,,"Listens (Music etc), Eavesdrops (Hifil)",ma'azin,Places,35
מציע,")את, ל(","Suggests, Proposes (l, -at) (Hifil)","matzi'a (at, l)",Places,35
מרגיש,,"Feels, Senses (Hifil)",mar'gish,Places,35
מכין,,Prepares (Hifil),mekhin,Places,35
מאמין,,"Believes, Trusts (Hifil)",ma'amin,Places,35
מסכים,,"Agrees, Consents (Hifil)",mas'kim,Places,35
מתחיל,,"Starts, Begins (Hifil)",mat'khil,Places,35
מגיע,,"Arrives, Comes, Reaches (Hifil)",magi'a,Places,35
מודה,)ל-(,Admits; Thanks (l-) (Hifil),modeh (l-),Places,35
מעביר,,"Passes, Passes On, Transfers (Hifil)",ma'avir,Places,35
מצליח,,Succeeds (Hifil),matz'liakh,Places,35
מחזיר,,Returns (Transitive) (Hifil),makh'zir,Places,35
משיג,,"Gets, Acquires, Obtains (Hifil)",masig,Places,35
מסביר,,"Explains, Clarifies (Hifil)",mas'bir,Places,35
משכיר,,"Rents Out, Lets (Property) (Hifil)",mas'kir,Places,35
ממליץ,,Recommends (Hifil),mam'litz,Places,35
מחזיק,,"Holds, Grips (Hifil)",makh'zik,Places,35
מפיק,,"Produces (Material, Resource) (Hifil)",mapik,Places,35
מניח,,"Puts Down, Places (Hifil)",maniakh,Places,35
מופיע,,Performs (Stage) (Hifil),mofi'a,Places,35
מוסיף,,"Adds, Continues (Hifil)",mosif,Places,35
מגיש,,"Serves (Food), Hands Over (Hif.)",magish,Places,35
ממשיך,,"Continues, Keeps On (Hifil)",mam'shikh,Places,35
מציג,,"Presents, Shows (Hifil)",matzig,Places,35
מכריז,,"Declares, Announces (Hifil)",makh'riz,Places,35
מזמין,,Invites (Hifil),maz'min,Places,35
מרשה,,"Allows, Permits (Hifil)",mar'sheh,Places,35
מזכיר,,Reminds (Hifil),maz'kir,Places,35
מעדיף,,Prefers (Hifil),ma'adif,Places,35
מתאים,,"Fits, Matches, Is Compatible (Hifil)",mat'im,Places,35
מחליט,,Decides (Hifil),makh'lit,Places,35
מבין,,Understands (Hifil),mevin,Places,35
מכיל,,"Contains, Comprises, Includes (Hifil)",mekhil,Places,35
מחליף,,"Replaces, Exchanges, Swaps (Hifil)",makhalif,Places,36
מעריך,,"Estimates, Evaluates (Hifil)",ma'arikh,Places,36
מביא,,Brings (Hifil),mevi,Places,36
אדם,,"Man, Adam",adam,People,36
חבר,חברים,Friend (m),khaver khaverim,People,36
ידיד,ידידים,Friend (m) (Casual),yadid y'didim,People,36
ציבור,ציבורים,Public,tzibur tziburim,People,36
כנס,כנסים,Convention,kenes k'nasim,People,36
אויב,אויבים,Enemy,oyev oy'vim,People,36
בן אדם,בני אדם,Human Being,ben adam b'nei adam,People,36
בחור,בחורים,Young Man,bakhur bakhurim,People,36
מבגר,מבוגרים,Adult,m'vugar m'vugarim,People,36
נוער,נערים,Youth,no'ar no'arim,People,36
איש,אנשים,Person,ish anashim,People,36
פרט,פרטים,Individual,p'rat p'ratim,People,36
נער,נערים,"Boy, Teenager",na'ar n'arim,People,36
קורבן,קורבנות,Victim,kor'ban kor'banot,People,36
אזרח,אזרחים,"Citizen, Civilian",ez'rakh ez'rakhim,People,36
זוג,זוגות,Couple,zug zugot,People,36
ישראלי,ישראלים,Israeli,ish'r'eli is'r'elim,People,36
צרפתי,,French,tzar'fati,People,36
אמריקאי,אמריקאים,American,amerikani amerikanim,People,36
אנגלי,,English,ang'li,People,36
אוסטרלי,,Australian,os't'rali,People,36
רוסי,,Russian,rusi,People,36
ספרדי,,"Spanish, Spaniard",s'faradi,People,36
עם,עמים,Nation,am amim,People,36
חברה חברות,,Friend (f),khaverah khaverot,People,36
ידידה,ידידות,Friend (f) (Casual),y'didah y'didot,People,36
ועדה,ועדים,Committee,v'adah v'adim,People,36
תרבות,תרבויות,Culture,tar'but tar'buyot,People,36
מערכת יחסים,מערכות יחסים,Relationship,ma'arekhet y'khasim ma'arekhot y'khasim,People,36
קרן,קרנות,Foundation,keren k'ranot,People,36
בחורות,בחורות,Young Woman,bakhurah bakhurot,People,36
אוכלוסייה,אוכלוסיות,Population,ukh'lusiyah ukh'lusiyot,People,36
מבגר,,Adult (m.s),m'vugar,People,36
אלף,אלפים,Thousand,elef alafim,Numbers 2,36
מיליון,מיליונים,Million,mil'yon mil'yonim,Numbers 2,36
מיליארד,מיליארדים,Billion,mil'yar'd mil'yar'dim,Numbers 2,36
אחוז,אחוזים,Percent(age),akhuz akhuzim,Numbers 2,36
חצי,חצאים,Half,khetzi khatza'im,Numbers 2,36
רוב,,"Majority, Most",rov,Numbers 2,36
סך הכל,,"Total, Overall",sakh hakol,Numbers 2,36
מינוס,,Minus,minus,Numbers 2,36
מאה,מאות,Hundred,me'ah me'ot,Numbers 2,36
כמות,כמויות,Quantity,kamut kamuyot,Numbers 2,36
ראשון,,First (m.s),rishon,Numbers 2,37
שני,,Second (m.s),sheni,Numbers 2,37
שלישי,,Third (m.s),sh'lishi,Numbers 2,37
רביעי,,Fourth (m.s),r'vi'i,Numbers 2,37
חמישי,,Fifth (m.s),khamishi,Numbers 2,37
שישי,,Sixth (m.s),shishi,Numbers 2,37
שביעי,,Seventh (m.s),sh'vi'i,Numbers 2,37
שמיני,,Eighth (m.s),sh'mini,Numbers 2,37
תשיעי,,Ninth (m.s),t'shi'i,Numbers 2,37
עשירי,,Tenth (m.s),asiri,Numbers 2,37
שלושים,,Thirty (m.s),sh'loshim,Numbers 2,37
ארבעים,,Forty (m.s),ar'ba'im,Numbers 2,37
חמישים,,Fifty (m.s),khamishim,Numbers 2,37
שישים,,Sixty (m.s),shishim,Numbers 2,37
שבעים,,Seventy (m.s),shiv'im,Numbers 2,37
שמונים,,Eighty (m.s),sh'monim,Numbers 2,37
תשעים,,Ninety (m.s),tish'im,Numbers 2,37
ממוצע,,Average (m.s),m'mutza,Numbers 2,37
כפול,,"Doubly, Twice (As Much) (m.s)",kaful,Numbers 2,37
חלקי,,"Divided, Partial, Incomplete (m.s)",khel'ki,Numbers 2,37
האחרון,,The Last (m.s),ha'akharon,Numbers 2,37
שוה,,Equal(s) (m.s),shaveh,Numbers 2,37
פחות,,Less,pakhot,Numbers 2,37
ועוד,,Plus (Conj),v'od,Numbers 2,37
מאתיים,,Two Hundred,ma'tayim,Numbers 2,37
אלפיים,,Two Thousand,al'payim,Numbers 2,37
לשנות,,To Change (Something) (Piel),l'shanot,Numbers 2,37
חיב,,Have To,khayav,Modals,37
אמור,,Supposed To,amur,Modals,37
אסור,,Forbidden; Must Not (Colloq.),asur,Modals,37
מומלץ,,Recommended,mum'latz,Modals,37
עשוי,,"Might, May",asuy,Modals,37
מותר,,Permitted,mutar,Modals,37
אפשר,,Allowed (Qal),ef'shar,Modals,37
יכול,,"Can, Is Able (3.m.s - Past) (Qal)",yakhol,Modals,37
מורה,מורים,Teacher (m),moreh morim,Education,37
פתק,פתקים,Note,petek ptakim,Education,37
עט,עטים,Pen,et etim,Education,37
קורס,קורסים,Course,kur's kur'sim,Education,37
חינוך,חינוכים,Education,khinukh khinukhim,Education,37
שיעור,שיעורים,Lesson,shi'ur shi'urim,Education,37
מבחן,מבחנים,"Test, Exam",miv'khan miv'khanim,Education,37
לימוד,לימודים,Study,limud limudim,Education,37
עיפרון,עפרונות,Pencil,iparon ef'ronot,Education,37
שיעורי בית,,Homework,shi'ureh bayit,Education,37
ידע,,Knowledge,yeda,Education,37
פרק,פרקים,"Chapter, Episode",perek p'rakim,Education,38
רעיון,רעיונות,"Idea, Concept",ra'yon ra'ayanot,Education,38
פרופסור,פרופסורים,Professor,p'rofesor p'rofesorim,Education,38
מכון,מכונים,Institute,makhon m'khonim,Education,38
תואר,תארים,Degree,to'ar t'arim,Education,38
סטודנט,סטודנטים,Student,s'tuden't s'tuden'tim,Education,38
מרצה,מרצים,Lecturer,mar'tzeh mar'tzim,Education,38
דוקטורט,דוקטורטים,"Doctorate, PhD",dok'torat dok'toratim,Education,38
ציור,ציורים,"Painting, Drawing",tziyur tziyurim,Education,38
מסמך,מסמכים,Document,mis'makh mis'makhim,Education,38
עמוד,עמודים,Page,amud amudim,Education,38
הסבר,הסברים,Explanation,hes'ber hes'berim,Education,38
קושי,קשיים,Difficulty,koshi k'shayim,Education,38
מורה,מורות,Teacher (f),morah morot,Education,38
ספרייה,ספריות,Library,sif'riyah sif'riyot,Education,38
דוגמה,דוגמות,Example,dug'mah dug'mot,Education,38
כיתה,כיתות,"Classroom, Class",kitah kitot,Education,38
מילה,מילים,Word,milah milim,Education,38
מצגת,מצגות,Presentation,matzeget matzagot,Education,38
אוניברסיטה,אוניברסיטאות,University,univer'sitah universita'ot,Education,38
הרצאה,הרצאות,Lecture,har'tza'ah hartza'ot,Education,38
הכנה,הכנות,Preparation,hakhanah hakhanot,Education,38
מטרה,מטרות,"Target, Objective",matarah matarot,Education,38
משמעות,משמעויות,Meaning,mash'ma'ut mash'ma'uyot,Education,38
היסטוריה,היסטוריות,History,his'tor'yah his'toriyot,Education,38
תוכנית,תוכניות,"Plan, Program",takh'nit tokh'niyot,Education,38
ללמד,,"To Teach, Tutor (Piel)",l'lamed,Education,38
לתרגל,,"To Practice, Train (Someone) (Piel)",l'tar'gel,Education,38
אופניים,,"Bike(s), Bicycle(s)",ofanayim,Travel,38
אוטובוס,אוטובוסים,"Bus, Coach",otobus otobusim,Travel,38
אופנוע,אופנועים,"Motorbike, Bike",ofano'a ofano'im,Travel,38
מטוס,מטוסים,"Aeroplane, Plane",matos m'tosim,Travel,38
רציף,רציפים,"Pier, Dock, Platform (Railroad)",r'tzif r'tzifim,Travel,38
תיק גב,תיקי גב,Backpack,tik gav tiki gav,Travel,38
קו,קווים,Line,kav kavim,Travel,38
מדריך,מדריכים,Guide,mad'rikh mad'rikhim,Travel,38
טיול,טיולים,Trip,tiyul tiyulim,Travel,38
ביקור,ביקורים,Visit,bikur bikurim,Travel,38
רכב,רכבים,Vehicle,rekhev r'khavim,Travel,38
מסע,מסעים,"Voyage, Journey",masa masa'im,Travel,38
המזרח התיכון,,The Middle East,hamiz'rakh hatikhon,Travel,38
הים התיכון,,The Mediterranean,hayam hatikhon,Travel,38
יוון,,Greece,yavan,Travel,38
עולם,עולמים,World,olam olamim,Travel,38
דרכון,דּרכונים,Passport,dar'kon dar'konim,Travel,38
דלק,דלקים,"Fuel, Petrol",delek d'lakim,Travel,38
תייר,תיירים,Tourist,tayar tayarim,Travel,38
חוץ לארץ,,"Overseas, Abroad",khutz-la'aretz,Travel,38
מכונית,מכוניות,"Car, Automobile",m'khonit m'khoniyot,Travel,38
מזוודה,מזוודות,Suitcase,miz'vadah miz'vadot,Travel,38
חופשה,חופשות,"Vacation, Holiday",khuf'shah khuf'shot,Travel,39
רכבת,רכבות,Train,rakevet rakavot,Travel,39
סירה,סירות,Boat,sirah sirot,Travel,39
תחנת רכבת,תחנות רכבת,Train Station,takhanat rakevet takhanot rakevet,Travel,39
תחנת אוטובוס,תחנות אוטובוס,Bus Station,takhanat otobus takhanot otobus,Travel,39
מפה,מפות,Map,mapah mapot,Travel,39
ספינה,ספינות,Ship,s'finah s'finot,Travel,39
ארצות הברית,,The United States,ar'tzot hab'rit,Travel,39
הרפתקה,הרפתקאות,Adventure,har'pat'kah har'pat'kot,Travel,39
